,name,cover,source,url,favorited,artist,songfile,Size (MB)
525,Garden Girl W Mimikyu Cute Girls Doing Cute Things,https://i1.sndcdn.com/artworks-000316114434-z4c7nh-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/garden-girl-w-mimikyu-cute-girls-doing-cute-things.mp3?raw=true,https://soundcloud.com/quosongs/garden-girl-w-mimikyu-cute-girls-doing-cute-things,False,Quosongs,love-in-the-midnight.mp3,3.35
526,Cerise,https://i1.sndcdn.com/artworks-c2KDL2ZDC9yihaJJ-J55P3g-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/cerise.mp3?raw=true,https://soundcloud.com/moeshop/cerise,False,Moeshop,love-is-a-war.mp3,3.79
527,Tiny Lofi,https://i1.sndcdn.com/avatars-aPXogjt1jfUkpBfY-AyyJSA-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/tiny-lofi.mp3?raw=true,https://soundcloud.com/korewamoemoemoe/tiny-lofi,False,Korewamoemoemoe,love-lies.mp3,3.49
528,Ocean Waves I Can Hear The Sea Umi Ni Naretara,https://i1.sndcdn.com/artworks-000116265218-njlt7n-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/ocean-waves-i-can-hear-the-sea-umi-ni-naretara.mp3?raw=true,https://soundcloud.com/minako_love/ocean-waves-i-can-hear-the-sea-umi-ni-naretara,False,Minako_Love,love-space-tatsuro-yamashita-akaris-future-mix.mp3,3.53
529,Joey Trap Squidward Nose Www,https://i1.sndcdn.com/artworks-JXKTrTjZluQI9rTz-K9ZjxQ-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/joey-trap-squidward-nose-www.mp3?raw=true,https://soundcloud.com/braceface_niyya/joey-trap-squidward-nose-www,False,Braceface_Niyya,love-taste-fanservice-mix-moe-shop-x-jamie-paige-x-shiki-prod-by-flacko-no-rap-edited.mp3,2.6
530,Xppt3Joakdif,https://i1.sndcdn.com/artworks-000259255499-c7l3nd-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/xppt3joakdif.mp3?raw=true,https://soundcloud.com/noble-reblended/xppt3joakdif,False,Noble Reblended,love-taste.mp3,0.01
531,01 Easy Love,https://i1.sndcdn.com/artworks-Xz4pCeD8Q43BRLz1-fE5XxQ-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/01-easy-love.mp3?raw=true,https://soundcloud.com/zara-azu/01-easy-love,False,Zara Azu,loveyou.mp3,1.95
533,Thanks For 200 3,https://i1.sndcdn.com/artworks-UxQ5xRs0ylwdrcpp-ZWei3A-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/thanks-for-200-3.mp3?raw=true,https://soundcloud.com/prodpoob/thanks-for-200-3,False,Prodpoob,low-roar-anything-you-needost-death-strandingambient-door-remix.mp3,3.15
534,Brasil,https://i1.sndcdn.com/artworks-2WlnEgnXZTvI1qai-wG7Hyw-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/brasil.mp3?raw=true,https://soundcloud.com/sh1ruett0/brasil,False,Sh1Ruett0,luka-burr-mary-jane-for-the-brain.mp3,3.21
535,Purple,https://i1.sndcdn.com/artworks-XHRoMrxTyYEugGO9-yxmq8w-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/purple.mp3?raw=true,https://soundcloud.com/korewamoemoemoe/purple,False,Korewamoemoemoe,lumeo79jb8zt.mp3,3.42
536,184A,https://i1.sndcdn.com/artworks-dQBkn4baJ762MfAR-Vg7yGw-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/184a.mp3?raw=true,https://soundcloud.com/kshiraki/184a,False,Kshiraki,m-9-revision-magnification-of.mp3,6.3
537,Matsuri,https://i1.sndcdn.com/artworks-000140692233-r1oia5-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/matsuri.mp3?raw=true,https://soundcloud.com/kyotosketch/matsuri,False,Kyotosketch,m-e-g-a-relaxed.mp3,3.56
538,Sleepyface,https://i1.sndcdn.com/artworks-000213428871-sfffan-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/sleepyface.mp3?raw=true,https://soundcloud.com/birocratic/sleepyface,False,Birocratic,maaya-sakamoto-inori.mp3,4.92
539,Ridenvibe 1,https://i1.sndcdn.com/artworks-000250072858-fhdk2k-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/ridenvibe-1.mp3?raw=true,https://soundcloud.com/sappy94/ridenvibe-1,False,Sappy94,machine-girl-ghost.mp3,9.25
540,Corona,https://i1.sndcdn.com/artworks-000351043866-fgy49f-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/corona.mp3?raw=true,https://soundcloud.com/divine/corona,False,Divine,machine-girl-krystle-url.mp3,10.42
541,Trouble,https://i1.sndcdn.com/artworks-000505522872-4lp3gd-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/trouble.mp3?raw=true,https://soundcloud.com/originate-1/trouble,False,Originate 1,madretsma.mp3,2.62
542,Duumu Illuminate,https://i1.sndcdn.com/artworks-000217802636-ksyqz3-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/duumu-illuminate.mp3?raw=true,https://soundcloud.com/monstercat/duumu-illuminate,False,Monstercat,maggie-x-nyan-summertime-arrange-ver.mp3,2.34
543,Faerie,https://i1.sndcdn.com/artworks-3o1QtJKLJTI9Bfzp-RySuYQ-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/faerie.mp3?raw=true,https://soundcloud.com/geoxor/faerie,False,Geoxor,magnolia-flip-prodbceinstein.mp3,3.45
544,Resident Evil Outbreak Main,https://i1.sndcdn.com/artworks-000017218472-7p9vpo-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/resident-evil-outbreak-main.mp3?raw=true,https://soundcloud.com/vinsfrog/resident-evil-outbreak-main,False,Vinsfrog,mahou-shoujo-funk-workout.mp3,1.96
545,Dear My Mother,https://i1.sndcdn.com/artworks-2vQHhy9bWdEKcB9Y-tO8E8Q-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/dear-my-mother.mp3?raw=true,https://soundcloud.com/im_naku/dear-my-mother,False,Im_Naku,main-heroine.mp3,2.86
546,Batch 5,https://i1.sndcdn.com/artworks-M2ycZx0CtNqzT5FP-hDsSNA-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/batch-5.mp3?raw=true,https://soundcloud.com/minthaze/batch-5,False,Minthaze,major-7th.mp3,0.98
547,Captor Sakura 1,https://i1.sndcdn.com/artworks-000175708789-epk8j6-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/captor-sakura-1.mp3?raw=true,https://soundcloud.com/lordsun1/captor-sakura-1,False,Lordsun1,major-lazer-lean-on-kream-remix.mp3,2.87
548,The Luxury Elite Esp,https://i1.sndcdn.com/artworks-000650471419-krbcne-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/the-luxury-elite-esp.mp3?raw=true,https://soundcloud.com/user-949758300/the-luxury-elite-esp,False,User 949758300,maldamour.mp3,2.3
549,Myonmyonmyonmyonmyonmyonmyon,https://i1.sndcdn.com/artworks-000115520186-f8dtuq-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/myonmyonmyonmyonmyonmyonmyon.mp3?raw=true,https://soundcloud.com/kirerererere/myonmyonmyonmyonmyonmyonmyon,False,Kirerererere,mamama-lap-pillow-kurosai.mp3,2.71
551,Op211,https://i1.sndcdn.com/avatars-XuMm9HkRL3viyzx2-7msN6Q-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/op211.mp3?raw=true,https://soundcloud.com/kshiraki/op211,False,Kshiraki,mariya-takeuchi-plastic-love-night-tempo-100-pure-remastered.mp3,4.09
552,Im On A Move,https://i1.sndcdn.com/artworks-000516075189-oxppgj-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/im-on-a-move.mp3?raw=true,https://soundcloud.com/berrymane/im-on-a-move,False,Berrymane,mariya-takeuchi-shiawase-no-monosashi-vantage-edit.mp3,4.58
553,Hey Dont Be Sad,https://i1.sndcdn.com/artworks-Yhuz0x86zVyZCyLV-7l8YeQ-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/hey-dont-be-sad.mp3?raw=true,https://soundcloud.com/kknk/hey-dont-be-sad,False,Kknk,marshmello-alone.mp3,4.18
555,Igotone,https://i1.sndcdn.com/artworks-000260693369-317cm4-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/igotone.mp3?raw=true,https://soundcloud.com/alltta/igotone,False,Alltta,martingarrix-summerdays-haywyreremix.mp3,3.51
556,Fool Power Glove Mercenary,https://i1.sndcdn.com/artworks-LxWGP7o0KKSvWPY9-gyPkCQ-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/fool-power-glove-mercenary.mp3?raw=true,https://soundcloud.com/monstercat/fool-power-glove-mercenary,False,Monstercat,mask-off-remix.mp3,1.35
557,Rain And Surface,https://i1.sndcdn.com/avatars-XuMm9HkRL3viyzx2-7msN6Q-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/rain-and-surface.mp3?raw=true,https://soundcloud.com/kshiraki/rain-and-surface,False,Kshiraki,masked-wolf-astronaut-in-the-ocean.mp3,0.01
558,Hero Of Time,https://i1.sndcdn.com/artworks-000186708530-oohhbb-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/hero-of-time.mp3?raw=true,https://soundcloud.com/okamimusician/hero-of-time,False,Okamimusician,maskedheart-piano-only.mp3,3.46
559,Anzious Martyr,https://i1.sndcdn.com/artworks-000171314950-iqv4pq-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/anzious-martyr.mp3?raw=true,https://soundcloud.com/anzious/anzious-martyr,False,Anzious,matabei-aests-rouge-five-is-plenty.mp3,4.59
560,Pata Pata,https://i1.sndcdn.com/artworks-000167553330-l7cgk6-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/pata-pata.mp3?raw=true,https://soundcloud.com/chernebeats/pata-pata,False,Chernebeats,matsuri.mp3,2.04
561,Wormrave Remix,https://i1.sndcdn.com/artworks-ogFbgGkQ3H4EZrgn-ozH8Mg-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/wormrave-remix.mp3?raw=true,https://soundcloud.com/ayyyyitsbugcore/wormrave-remix,False,Ayyyyitsbugcore,mayoi-just-me-machiko-remix.mp3,2.84
562,Wavy,https://i1.sndcdn.com/artworks-000213513040-qj634n-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/wavy.mp3?raw=true,https://soundcloud.com/akiromusic/wavy,False,Akiromusic,mazare-monika-santucci-thats-on-you.mp3,3.5
563,Mondays,https://i1.sndcdn.com/artworks-000565262288-0ejbi5-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/mondays.mp3?raw=true,https://soundcloud.com/frostrific/mondays,False,Frostrific,me-n-u.mp3,2.93
564,Virtual Arcadia Mix,https://i1.sndcdn.com/artworks-BITlgjxyUo1knKzh-gkuFTA-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/virtual-arcadia-mix.mp3?raw=true,https://soundcloud.com/geoxor/virtual-arcadia-mix,False,Geoxor,megamoe.mp3,3.96
565,Whats A Gawr To A Gura,https://i1.sndcdn.com/artworks-QHJ1yWRhyJvyHNWb-plTbhw-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/whats-a-gawr-to-a-gura.mp3?raw=true,https://soundcloud.com/kurosai/whats-a-gawr-to-a-gura,False,Kurosai,megumin-konosuba-ed-miraie-remix.mp3,2.14
566,Major 7Th,https://i1.sndcdn.com/avatars-XuMm9HkRL3viyzx2-7msN6Q-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/major-7th.mp3?raw=true,https://soundcloud.com/kshiraki/major-7th,False,Kshiraki,meiko-nakahara-fantasy-rice-bear-remix.mp3,3.39
567,Breezin,https://i1.sndcdn.com/artworks-000669590455-hwv0ti-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/breezin.mp3?raw=true,https://soundcloud.com/namedzak/breezin,False,Namedzak,melancholy-trajectory.mp3,3.82
568,Girlfriend Haywyre Remix 1,https://i1.sndcdn.com/artworks-uaAJCWqhUYoy6qvx-JNQBRA-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/girlfriend-haywyre-remix-1.mp3?raw=true,https://soundcloud.com/charlieputh/girlfriend-haywyre-remix-1,False,Charlieputh,melting.mp3,4.35
569,Ashamed,https://i1.sndcdn.com/artworks-pQYBTJ9rPuADR0HG-ZfoIHg-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/ashamed.mp3?raw=true,https://soundcloud.com/nuclear808/ashamed,False,Nuclear808,mezame-eurythmics-bermei.mp3,2.22
570,Cringe Cat Remix,https://i1.sndcdn.com/avatars-ywNJTxED8PqV7Z0Y-ZxICsQ-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/cringe-cat-remix.mp3?raw=true,https://soundcloud.com/shantyshark/cringe-cat-remix,False,Shantyshark,mick-gordon-the-only-thing-they-fear-is-you-doom-eternal-ost.mp3,4.66
571,Pillow Talk,https://i1.sndcdn.com/artworks-000144651039-eerjkw-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/pillow-talk.mp3?raw=true,https://soundcloud.com/jeff-kaale/pillow-talk,False,Jeff Kaale,midnight-sea.mp3,3.23
572,Sweets Have A Dream,https://i1.sndcdn.com/artworks-000634684645-bgxzd1-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/sweets-have-a-dream.mp3?raw=true,https://soundcloud.com/user-836522875/sweets-have-a-dream,False,User 836522875,midnight-walk.mp3,3.22
573,East,https://i1.sndcdn.com/artworks-000032903998-02ck6j-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/east.mp3?raw=true,https://soundcloud.com/ritchrd/east,False,Ritchrd,miku-best-girl.mp3,4.31
574,The Legendary Phoenix Chrono Ark Sound Track,https://i1.sndcdn.com/artworks-fIQh3KtCAb51PKTE-Hja2FQ-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/the-legendary-phoenix-chrono-ark-sound-track.mp3?raw=true,https://soundcloud.com/cosmogrph/the-legendary-phoenix-chrono-ark-sound-track,False,Cosmogrph,milklips.mp3,7.03
575,Aces To Aces Stay With Me,https://i1.sndcdn.com/artworks-000264874817-yvx2dm-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/aces-to-aces-stay-with-me.mp3?raw=true,https://soundcloud.com/aji_p/aces-to-aces-stay-with-me,False,Aji_P,mimikyu-groove.mp3,2.48
576,Leaves Fall,https://i1.sndcdn.com/artworks-1rAbDXJSI0HYJQK3-MBBPOg-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/leaves-fall.mp3?raw=true,https://soundcloud.com/sadkeyboardguy/leaves-fall,False,Sadkeyboardguy,mipha-theme-the-legend-of-zelda-breath-of-the-wild.mp3,3.76
577,Evade From Outerspace Flight Day 89,https://i1.sndcdn.com/artworks-000261434072-1djyn2-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/evade-from-outerspace-flight-day-89.mp3?raw=true,https://soundcloud.com/saturn_sun/evade-from-outerspace-flight-day-89,False,Saturn_Sun,miracle-love.mp3,2.41
578,Haarper Growth Stunt,https://i1.sndcdn.com/artworks-HVz6qvGfkAtx2vgQ-HuPRkA-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/haarper-growth-stunt.mp3?raw=true,https://soundcloud.com/user-587078677/haarper-growth-stunt,False,User 587078677,mmmhmm.mp3,1.37
579,Heisoku No Kakudai,https://i1.sndcdn.com/artworks-49w79Us6tJS0lUMU-AfZstw-large.png,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/heisoku-no-kakudai.mp3?raw=true,https://soundcloud.com/user-909844975/heisoku-no-kakudai,False,User 909844975,mms-for-breakfast-w-inteus.mp3,2.82
580,W I N N E R,https://i1.sndcdn.com/artworks-TmhFJi4OzyyhCWRK-ODLJ8g-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/w-i-n-n-e-r.mp3?raw=true,https://soundcloud.com/samuel-von-borsted-castro/w-i-n-n-e-r,False,Samuel Von Borsted Castro,moe-jazz-dreamer-n3kos-breakbeat-edit.mp3,3.2
581,Too Much Ft 24Hrs,https://i1.sndcdn.com/artworks-000299395071-g26k40-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/too-much-ft-24hrs.mp3?raw=true,https://soundcloud.com/flosstradamus/too-much-ft-24hrs,False,Flosstradamus,moe-maid-cafe-edens-apple.mp3,4.78
582,San Holo New Sky,https://i1.sndcdn.com/artworks-000149122182-ol7w4o-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/san-holo-new-sky.mp3?raw=true,https://soundcloud.com/monstercat/san-holo-new-sky,False,Monstercat,momentum.mp3,3.17
583,Beach Episode,https://i1.sndcdn.com/artworks-pdwzKxm1N50Meyn2-twiePw-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/beach-episode.mp3?raw=true,https://soundcloud.com/kokonoku/beach-episode,False,Kokonoku,monday.mp3,2.38
584,Greyl Planetarium,https://i1.sndcdn.com/artworks-000490046271-5uyrrb-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/greyl-planetarium.mp3?raw=true,https://soundcloud.com/discolithe/greyl-planetarium,False,Discolithe,mondaymornings.mp3,2.51
585,H80Mpodhmyh8,https://i1.sndcdn.com/artworks-000510920805-n4sm93-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/h80mpodhmyh8.mp3?raw=true,https://soundcloud.com/simeugosto/h80mpodhmyh8,False,Simeugosto,mondays.mp3,2.15
586,Miku Best Girl,https://i1.sndcdn.com/artworks-000507984579-un3boz-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/miku-best-girl.mp3?raw=true,https://soundcloud.com/plexitofer/miku-best-girl,False,Plexitofer,moneko.mp3,2.56
587,Dont Cry Dont Cry Dont Cry,https://i1.sndcdn.com/artworks-000377274045-dzg2lg-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/dont-cry-dont-cry-dont-cry.mp3?raw=true,https://soundcloud.com/kokonoku/dont-cry-dont-cry-dont-cry,False,Kokonoku,money-moves.mp3,2.65
588,Whatfeelsright,https://i1.sndcdn.com/artworks-000234572297-4lc8i5-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/whatfeelsright.mp3?raw=true,https://soundcloud.com/monstercat/whatfeelsright,False,Monstercat,monochrome.mp3,3.79
589,Trains,https://i1.sndcdn.com/artworks-000129677667-exqq1z-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/trains.mp3?raw=true,https://soundcloud.com/altitvde/trains,False,Altitvde,moonless-night.mp3,1.77
590,01 And Then A Creative Mind Was Born,https://i1.sndcdn.com/artworks-xh794fwLj00IQcGD-sPLYQg-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/01-and-then-a-creative-mind-was-born.mp3?raw=true,https://soundcloud.com/namedzak/01-and-then-a-creative-mind-was-born,False,Namedzak,moon_bay83.mp3,4.81
591,Bars No Jutsu 1,https://i1.sndcdn.com/artworks-t4EgRCzE6EVF1ysP-1t7oTA-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/bars-no-jutsu-1.mp3?raw=true,https://soundcloud.com/user-44044298/bars-no-jutsu-1,False,User 44044298,moregarlicinmycup.mp3,2.05
592,Wonder Wonder Shark Illenium Remix 1,https://i1.sndcdn.com/artworks-000094845967-6wb79s-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/wonder-wonder-shark-illenium-remix-1.mp3?raw=true,https://soundcloud.com/illeniumofficial/wonder-wonder-shark-illenium-remix-1,False,Illeniumofficial,moshi-moshi-outro.mp3,1.02
593,Reflection,https://i1.sndcdn.com/artworks-PcYIzWuBasCXIMKw-X0pEgQ-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/reflection.mp3?raw=true,https://soundcloud.com/user-940030393/reflection,False,User 940030393,moshino-x-soulsweep-heartsick.mp3,3.13
594,Les Parfums De Lamour,https://i1.sndcdn.com/avatars-000318788314-ecuyt2-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/les-parfums-de-lamour.mp3?raw=true,https://soundcloud.com/edwin-js-394757193/les-parfums-de-lamour,False,Edwin Js 394757193,motions.mp3,0.63
595,Quok Atariwave,https://i1.sndcdn.com/artworks-000148265878-yqe5lc-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/quok-atariwave.mp3?raw=true,https://soundcloud.com/nightowlcollective/quok-atariwave,False,Nightowlcollective,move-you-booty.mp3,1.39
596,Smooth,https://i1.sndcdn.com/artworks-WEEdvcD5K24ooo6A-z5ML8Q-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/smooth.mp3?raw=true,https://soundcloud.com/happycolababy/smooth,False,Happycolababy,move.mp3,3.5
597,Grynpyret I Forgive Ramzoid Remix,https://i1.sndcdn.com/artworks-000136258890-ojrzza-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/grynpyret-i-forgive-ramzoid-remix.mp3?raw=true,https://soundcloud.com/ramzoid/grynpyret-i-forgive-ramzoid-remix,False,Ramzoid,moving-on-ft-eileen.mp3,3.39
598,Doe,https://i1.sndcdn.com/artworks-qkt5zdSYNuzxq8aN-xVjNPA-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/doe.mp3?raw=true,https://soundcloud.com/tofiemusic/doe,False,Tofiemusic,mr-robot-in-the-darkdjash.mp3,3.34
599,Cascade W Yung Anh,https://i1.sndcdn.com/artworks-000176453563-slha26-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/cascade-w-yung-anh.mp3?raw=true,https://soundcloud.com/verzache/cascade-w-yung-anh,False,Verzache,mrbrightside.mp3,3.28
600,Desperado Slowed Pitched,https://i1.sndcdn.com/artworks-oRKbzy4KyHCNolVm-Px5Ivg-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/desperado-slowed-pitched.mp3?raw=true,https://soundcloud.com/someone-872656359/desperado-slowed-pitched,False,Someone 872656359,muffled-girl.mp3,3.97
601,Purgatory,https://i1.sndcdn.com/artworks-000446937027-kpxykt-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/purgatory.mp3?raw=true,https://soundcloud.com/motatnz/purgatory,False,Motatnz,musickizuna-ai-again-moe-shop.mp3,3.5
602,Pursuing Virtuoso Dr Stone Outro Life,https://i1.sndcdn.com/artworks-000581044697-ls1r5e-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/pursuing-virtuoso-dr-stone-outro-life.mp3?raw=true,https://soundcloud.com/wesley-hsi/pursuing-virtuoso-dr-stone-outro-life,False,Wesley Hsi,mxtixn-x-backwood-boy-pour-dat-phonk.mp3,2.93
603,Fuane,https://i1.sndcdn.com/artworks-m93BAO6uFyvBJfqe-fFbYcA-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/fuane.mp3?raw=true,https://soundcloud.com/mogg812/fuane,False,Mogg812,my-otachan-addiction-prod-djyungpurpleheart.mp3,1.78
604,Mysticwave And Waterfall Final Fantasy Mq 2021,https://i1.sndcdn.com/artworks-0u5iMKw2VHUBNgt1-EpEseA-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/mysticwave-and-waterfall-final-fantasy-mq-2021.mp3?raw=true,https://soundcloud.com/rukunetsu/mysticwave-and-waterfall-final-fantasy-mq-2021,False,Rukunetsu,mynerva-passion-fruit-1.mp3,2.57
605,Waifu,https://i1.sndcdn.com/artworks-izunvlNtkRTuuWIW-Q3ny7w-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/waifu.mp3?raw=true,https://soundcloud.com/one_eyedking/waifu,False,One_Eyedking,myonmyonmyonmyonmyonmyon.mp3,5.16
606,Postmortem Examination Xfade Demo,https://i1.sndcdn.com/artworks-1Wk1Z33AA2yiKq6l-FKpyHg-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/postmortem-examination-xfade-demo.mp3?raw=true,https://soundcloud.com/jericos-law/postmortem-examination-xfade-demo,False,Jericos Law,myonmyonmyonmyonmyonmyonmyon.mp3,8.95
607,Bye Bye Bob Og Momz,https://i1.sndcdn.com/artworks-000259762067-fdxfwu-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/bye-bye-bob-og-momz.mp3?raw=true,https://soundcloud.com/dankcpt/bye-bye-bob-og-momz,False,Dankcpt,mysticwave-and-waterfall-final-fantasy-mq-2021.mp3,12.86
608,Funky Tora,https://i1.sndcdn.com/artworks-uDJVXy50ZPqzFozz-5vUfng-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/funky-tora.mp3?raw=true,https://soundcloud.com/greylo/funky-tora,False,Greylo,nana.mp3,3.84
609,Time Pause,https://i1.sndcdn.com/artworks-000215710063-p7d1qg-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/time-pause.mp3?raw=true,https://soundcloud.com/season-team/time-pause,False,Season Team,naru-maru-ma-ru-moe-shop-edit-plexi-remake.mp3,3.83
610,Amagi Brilliant Park Full Op Lossless Audio,https://i1.sndcdn.com/artworks-000099678322-iq7s0a-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/amagi-brilliant-park-full-op-lossless-audio.mp3?raw=true,https://soundcloud.com/flying-fairy/amagi-brilliant-park-full-op-lossless-audio,False,Flying Fairy,nazo-no-kanojo-x-12-koi-no.mp3,1.26
611,Silently_Judging,https://i1.sndcdn.com/artworks-000365294475-6sihwk-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/silently_judging.mp3?raw=true,https://soundcloud.com/light-cruiser_honolulu/silently_judging,False,Light Cruiser_Honolulu,neon-genesis-evangelion-ost-thanatos.mp3,3.2
612,Omniboi Midnight Drift Ii,https://i1.sndcdn.com/artworks-000145100317-4b0p87-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/omniboi-midnight-drift-ii.mp3?raw=true,https://soundcloud.com/gaxel/omniboi-midnight-drift-ii,False,Gaxel,netrunner.mp3,2.6
613,Airline,https://i1.sndcdn.com/artworks-000196344805-lkevwu-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/airline.mp3?raw=true,https://soundcloud.com/lmo21/airline,False,Lmo21,new-game-op-full-sakura.mp3,3.55
